precise	status	evidence	notes
s:10Foundation14LocalizedErrorPAAE10helpAnchorSSSgvp::SYNTHESIZED::s:15ProximityReader014MobileDocumentB5ErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDocumentTests.swift#testMobileDocumentReaderErrorLocalized	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE10helpAnchorSSSgvp::SYNTHESIZED::s:15ProximityReader0aB9DiscoveryC12ContentErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDiscoveryTests.swift#testProximityReaderDiscoveryContentError	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE13failureReasonSSSgvp::SYNTHESIZED::s:15ProximityReader014MobileDocumentB5ErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDocumentTests.swift#testMobileDocumentReaderErrorLocalized	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE13failureReasonSSSgvp::SYNTHESIZED::s:15ProximityReader0aB9DiscoveryC12ContentErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDiscoveryTests.swift#testProximityReaderDiscoveryContentError	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE16errorDescriptionSSSgvp::SYNTHESIZED::s:15ProximityReader0aB9DiscoveryC12ContentErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDiscoveryTests.swift#testProximityReaderDiscoveryContentError	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE18recoverySuggestionSSSgvp::SYNTHESIZED::s:15ProximityReader014MobileDocumentB5ErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDocumentTests.swift#testMobileDocumentReaderErrorLocalized	Focused Linux host evidence; not Apple-runtime parity.
s:10Foundation14LocalizedErrorPAAE18recoverySuggestionSSSgvp::SYNTHESIZED::s:15ProximityReader0aB9DiscoveryC12ContentErrorO	implemented	test:full/proximityreader/tests/agent/ProximityReaderDiscoveryTests.swift#testProximityReaderDiscoveryContentError	Focused Linux host evidence; not Apple-runtime parity.
s:15ProximityReader011PaymentCardB0C	implemented	test:full/proximityreader/tests/agent/ProximityReaderPaymentTests.swift#testPaymentCardReaderIsUnsupported	Focused Linux host evidence; not Apple-runtime parity.
s:15ProximityReader011PaymentCardB0C05fetchcdB5StoreAA0cdbF0VyKF	implemented	test:full/proximityreader/tests/agent/ProximityReaderPaymentTests.swift#testPaymentCardReaderIsUnsupported	Focused Linux host evidence; not Apple-runtime parity.
s:15ProximityReader011PaymentCardB0C11UpdateEventO	implemented	test:full/proximityreader/tests/agent/ProximityReaderPaymentTests.swift#testPaymentCardReaderEventNames	Focused Linux host evidence; not Apple-runtime parity.
